"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12179","login test","chromium","2026-03-09","failed","2026-03-09","","login.spec.js","",""
